Date,Open,High,Low,Close,Adj Close,Volume
2009-06-15,404.231995,422.001007,404.231995,404.231995,398.789154,4136547
2009-06-16,395.347992,404.231995,386.463989,395.347992,390.024780,5092736
2009-06-17,404.231995,404.231995,390.906006,404.231995,398.789154,1568511
2009-06-18,386.463989,404.231995,386.463989,386.463989,381.260406,4735361
2009-06-19,390.906006,390.906006,368.695007,390.906006,385.642609,4080830
2009-06-22,377.579010,390.906006,377.579010,377.579010,372.495056,1378286
2009-06-23,355.368988,364.252991,346.484985,355.368988,350.584076,3408852
2009-06-24,368.695007,373.136993,355.368988,368.695007,363.730652,3143776
2009-06-25,386.463989,386.463989,373.136993,386.463989,381.260406,2037320
2009-06-26,386.463989,390.906006,377.579010,386.463989,381.260406,2166763
2009-06-29,377.579010,386.463989,377.579010,377.579010,372.495056,835751
2009-06-30,377.579010,382.022003,373.136993,377.579010,372.495056,685485
2009-07-01,382.022003,386.463989,377.579010,382.022003,376.878204,1866230
2009-07-02,386.463989,390.906006,382.022003,386.463989,381.260406,1303434
2009-07-03,382.022003,382.022003,364.252991,382.022003,376.878204,1221266
2009-07-06,359.811005,377.579010,359.811005,359.811005,354.966278,4338591
2009-07-07,368.695007,373.136993,359.811005,368.695007,363.730652,1710336
2009-07-08,368.695007,368.695007,368.695007,368.695007,363.730652,0
2009-07-09,373.136993,382.022003,373.136993,373.136993,368.112854,2747568
2009-07-10,382.022003,382.022003,373.136993,377.579010,372.495056,2892769
2009-07-13,373.136993,377.579010,364.252991,373.136993,368.112854,2120613
2009-07-14,377.579010,404.231995,373.136993,404.231995,398.789154,7005116
2009-07-15,399.790009,417.558014,390.906006,399.790009,394.406982,34618114
2009-07-16,390.906006,408.674011,386.463989,390.906006,385.642609,5581806
2009-07-17,382.022003,386.463989,373.136993,382.022003,376.878204,4072951
2009-07-20,382.022003,382.022003,382.022003,382.022003,376.878204,0
2009-07-21,382.022003,390.906006,377.579010,382.022003,376.878204,3804498
2009-07-22,382.022003,390.906006,377.579010,382.022003,376.878204,4946972
2009-07-23,386.463989,386.463989,377.579010,386.463989,381.260406,1421621
2009-07-24,390.906006,399.790009,386.463989,390.906006,385.642609,4770255
2009-07-27,386.463989,395.347992,386.463989,386.463989,381.260406,1901686
2009-07-28,395.347992,404.231995,386.463989,395.347992,390.024780,15432978
2009-07-29,408.674011,417.558014,395.347992,408.674011,403.171356,26850411
2009-07-30,413.115997,422.001007,408.674011,413.115997,407.553558,22998075
2009-07-31,404.231995,426.442993,399.790009,404.231995,398.789154,9344094
2009-08-03,404.231995,413.115997,404.231995,404.231995,398.789154,3709385
2009-08-04,413.115997,413.115997,404.231995,413.115997,407.553558,9596789
2009-08-05,408.674011,430.885010,404.231995,408.674011,403.171356,22789278
2009-08-06,413.115997,413.115997,404.231995,413.115997,407.553558,3530979
2009-08-07,404.231995,413.115997,404.231995,404.231995,398.789154,1444133
2009-08-10,408.674011,417.558014,404.231995,408.674011,403.171356,4542885
2009-08-11,417.558014,426.442993,408.674011,417.558014,411.935760,34637249
2009-08-12,413.115997,439.769012,413.115997,435.326996,429.465485,56235089
2009-08-13,435.326996,453.095001,430.885010,435.326996,429.465485,86119530
2009-08-14,430.885010,435.326996,422.001007,430.885010,425.083313,5169277
2009-08-18,426.442993,426.442993,413.115997,426.442993,420.701111,8362016
2009-08-19,430.885010,430.885010,395.347992,395.347992,390.024780,16760613
2009-08-20,399.790009,408.674011,382.022003,399.790009,394.406982,9984555
2009-08-21,390.906006,404.231995,390.906006,390.906006,385.642609,1720466
2009-08-24,404.231995,408.674011,395.347992,404.231995,398.789154,3601328
2009-08-25,408.674011,408.674011,395.347992,408.674011,403.171356,4792204
2009-08-26,413.115997,417.558014,408.674011,413.115997,407.553558,8058106
2009-08-27,404.231995,413.115997,399.790009,404.231995,398.789154,1359151
2009-08-28,408.674011,408.674011,399.790009,408.674011,403.171356,2034506
2009-08-31,399.790009,408.674011,395.347992,399.790009,394.406982,3654231
2009-09-01,399.790009,399.790009,390.906006,399.790009,394.406982,3367768
2009-09-02,386.463989,390.906006,386.463989,386.463989,381.260406,4663886
2009-09-03,395.347992,395.347992,386.463989,395.347992,390.024780,1381100
2009-09-04,395.347992,399.790009,386.463989,395.347992,390.024780,2679469
2009-09-07,395.347992,399.790009,395.347992,395.347992,390.024780,679294
2009-09-08,399.790009,399.790009,390.906006,399.790009,394.406982,2412704
2009-09-09,395.347992,404.231995,395.347992,395.347992,390.024780,1460454
2009-09-10,399.790009,404.231995,399.790009,399.790009,394.406982,3007016
2009-09-11,404.231995,408.674011,399.790009,404.231995,398.789154,2607432
2009-09-14,404.231995,408.674011,399.790009,404.231995,398.789154,1134033
2009-09-15,408.674011,413.115997,399.790009,408.674011,403.171356,4175380
2009-09-16,408.674011,413.115997,404.231995,408.674011,403.171356,1028227
2009-09-17,408.674011,413.115997,404.231995,408.674011,403.171356,1504915
2009-09-24,399.790009,413.115997,399.790009,399.790009,394.406982,1704708
2009-09-25,404.231995,404.231995,395.347992,404.231995,398.789154,588684
2009-09-28,408.674011,408.674011,399.790009,408.674011,403.171356,1221829
2009-09-29,408.674011,408.674011,404.231995,408.674011,403.171356,1081693
2009-09-30,408.674011,408.674011,399.790009,408.674011,403.171356,2721116
2009-10-01,395.347992,399.790009,390.906006,395.347992,390.024780,4763501
2009-10-02,395.347992,395.347992,390.906006,395.347992,390.024780,3050352
2009-10-05,395.347992,399.790009,390.906006,395.347992,390.024780,2494872
2009-10-06,395.347992,399.790009,390.906006,395.347992,390.024780,1864541
2009-10-07,390.906006,395.347992,386.463989,390.906006,385.642609,2457728
2009-10-08,386.463989,390.906006,386.463989,386.463989,381.260406,2950737
2009-10-09,390.906006,390.906006,386.463989,390.906006,385.642609,276333
2009-10-12,390.906006,390.906006,386.463989,390.906006,385.642609,915668
